Observation,Data_Marking,ValueDomain,Obs_Type,Obs_Type_Value,Unit_of_Measure_Eng,Geographic_Area,Time,Time_Type,CDID,Dimension_1,Dimension_Value_1,Dimension_2,Dimension_Value_2,Dimension_3,Dimension_Value_3
13,,Count,,,,E07000143,,,,Sex,Females,Age,Age 16 to 24,Residence Type,All categories: Residence Type
13,,Count,,,,E07000143,,,,Sex,Females,Age,Age 16 to 24,Residence Type,Lives in a household
0,,Count,,,,E07000143,,,,Sex,Females,Age,Age 16 to 24,Residence Type,Lives in a communal establishment
44,,Count,,,,E07000143,,,,Sex,Females,Age,Age 25 to 34,Residence Type,All categories: Residence Type
40,,Count,,,,E07000143,,,,Sex,Females,Age,Age 25 to 34,Residence Type,Lives in a household
4,,Count,,,,E07000143,,,,Sex,Females,Age,Age 25 to 34,Residence Type,Lives in a communal establishment
32,,Count,,,,E07000143,,,,Sex,Females,Age,Age 35 to 49,Residence Type,All categories: Residence Type
32,,Count,,,,E07000143,,,,Sex,Females,Age,Age 35 to 49,Residence Type,Lives in a household
0,,Count,,,,E07000143,,,,Sex,Females,Age,Age 35 to 49,Residence Type,Lives in a communal establishment
10,,Count,,,,E07000143,,,,Sex,Females,Age,Age 50 and over,Residence Type,All categories: Residence Type
10,,Count,,,,E07000143,,,,Sex,Females,Age,Age 50 and over,Residence Type,Lives in a household
0,,Count,,,,E07000143,,,,Sex,Females,Age,Age 50 and over,Residence Type,Lives in a communal establishment
255,,Count,,,,E07000144,,,,Sex,All categories: Sex,Age,All categories: Age 16 and over,Residence Type,All categories: Residence Type
215,,Count,,,,E07000144,,,,Sex,All categories: Sex,Age,All categories: Age 16 and over,Residence Type,Lives in a household
40,,Count,,,,E07000144,,,,Sex,All categories: Sex,Age,All categories: Age 16 and over,Residence Type,Lives in a communal establishment
65,,Count,,,,E07000144,,,,Sex,All categories: Sex,Age,Age 16 to 24,Residence Type,All categories: Residence Type
64,,Count,,,,E07000144,,,,Sex,All categories: Sex,Age,Age 16 to 24,Residence Type,Lives in a household
1,,Count,,,,E07000144,,,,Sex,All categories: Sex,Age,Age 16 to 24,Residence Type,Lives in a communal establishment
58,,Count,,,,E07000144,,,,Sex,All categories: Sex,Age,Age 25 to 34,Residence Type,All categories: Residence Type
58,,Count,,,,E07000144,,,,Sex,All categories: Sex,Age,Age 25 to 34,Residence Type,Lives in a household
0,,Count,,,,E07000144,,,,Sex,All categories: Sex,Age,Age 25 to 34,Residence Type,Lives in a communal establishment
65,,Count,,,,E07000144,,,,Sex,All categories: Sex,Age,Age 35 to 49,Residence Type,All categories: Residence Type
64,,Count,,,,E07000144,,,,Sex,All categories: Sex,Age,Age 35 to 49,Residence Type,Lives in a household
1,,Count,,,,E07000144,,,,Sex,All categories: Sex,Age,Age 35 to 49,Residence Type,Lives in a communal establishment
67,,Count,,,,E07000144,,,,Sex,All categories: Sex,Age,Age 50 and over,Residence Type,All categories: Residence Type
29,,Count,,,,E07000144,,,,Sex,All categories: Sex,Age,Age 50 and over,Residence Type,Lives in a household
38,,Count,,,,E07000144,,,,Sex,All categories: Sex,Age,Age 50 and over,Residence Type,Lives in a communal establishment
208,,Count,,,,E07000144,,,,Sex,Males,Age,All categories: Age 16 and over,Residence Type,All categories: Residence Type
204,,Count,,,,E07000144,,,,Sex,Males,Age,All categories: Age 16 and over,Residence Type,Lives in a household
4,,Count,,,,E07000144,,,,Sex,Males,Age,All categories: Age 16 and over,Residence Type,Lives in a communal establishment
60,,Count,,,,E07000144,,,,Sex,Males,Age,Age 16 to 24,Residence Type,All categories: Residence Type
59,,Count,,,,E07000144,,,,Sex,Males,Age,Age 16 to 24,Residence Type,Lives in a household
1,,Count,,,,E07000144,,,,Sex,Males,Age,Age 16 to 24,Residence Type,Lives in a communal establishment
57,,Count,,,,E07000144,,,,Sex,Males,Age,Age 25 to 34,Residence Type,All categories: Residence Type
57,,Count,,,,E07000144,,,,Sex,Males,Age,Age 25 to 34,Residence Type,Lives in a household
0,,Count,,,,E07000144,,,,Sex,Males,Age,Age 25 to 34,Residence Type,Lives in a communal establishment
62,,Count,,,,E07000144,,,,Sex,Males,Age,Age 35 to 49,Residence Type,All categories: Residence Type
61,,Count,,,,E07000144,,,,Sex,Males,Age,Age 35 to 49,Residence Type,Lives in a household
1,,Count,,,,E07000144,,,,Sex,Males,Age,Age 35 to 49,Residence Type,Lives in a communal establishment
29,,Count,,,,E07000144,,,,Sex,Males,Age,Age 50 and over,Residence Type,All categories: Residence Type
27,,Count,,,,E07000144,,,,Sex,Males,Age,Age 50 and over,Residence Type,Lives in a household
2,,Count,,,,E07000144,,,,Sex,Males,Age,Age 50 and over,Residence Type,Lives in a communal establishment
47,,Count,,,,E07000144,,,,Sex,Females,Age,All categories: Age 16 and over,Residence Type,All categories: Residence Type
11,,Count,,,,E07000144,,,,Sex,Females,Age,All categories: Age 16 and over,Residence Type,Lives in a household
36,,Count,,,,E07000144,,,,Sex,Females,Age,All categories: Age 16 and over,Residence Type,Lives in a communal establishment
5,,Count,,,,E07000144,,,,Sex,Females,Age,Age 16 to 24,Residence Type,All categories: Residence Type
5,,Count,,,,E07000144,,,,Sex,Females,Age,Age 16 to 24,Residence Type,Lives in a household
0,,Count,,,,E07000144,,,,Sex,Females,Age,Age 16 to 24,Residence Type,Lives in a communal establishment
1,,Count,,,,E07000144,,,,Sex,Females,Age,Age 25 to 34,Residence Type,All categories: Residence Type
1,,Count,,,,E07000144,,,,Sex,Females,Age,Age 25 to 34,Residence Type,Lives in a household
0,,Count,,,,E07000144,,,,Sex,Females,Age,Age 25 to 34,Residence Type,Lives in a communal establishment
3,,Count,,,,E07000144,,,,Sex,Females,Age,Age 35 to 49,Residence Type,All categories: Residence Type
3,,Count,,,,E07000144,,,,Sex,Females,Age,Age 35 to 49,Residence Type,Lives in a household
0,,Count,,,,E07000144,,,,Sex,Females,Age,Age 35 to 49,Residence Type,Lives in a communal establishment
38,,Count,,,,E07000144,,,,Sex,Females,Age,Age 50 and over,Residence Type,All categories: Residence Type
2,,Count,,,,E07000144,,,,Sex,Females,Age,Age 50 and over,Residence Type,Lives in a household
36,,Count,,,,E07000144,,,,Sex,Females,Age,Age 50 and over,Residence Type,Lives in a communal establishment
1683,,Count,,,,E07000146,,,,Sex,All categories: Sex,Age,All categories: Age 16 and over,Residence Type,All categories: Residence Type
1109,,Count,,,,E07000146,,,,Sex,All categories: Sex,Age,All categories: Age 16 and over,Residence Type,Lives in a household
574,,Count,,,,E07000146,,,,Sex,All categories: Sex,Age,All categories: Age 16 and over,Residence Type,Lives in a communal establishment
487,,Count,,,,E07000146,,,,Sex,All categories: Sex,Age,Age 16 to 24,Residence Type,All categories: Residence Type
165,,Count,,,,E07000146,,,,Sex,All categories: Sex,Age,Age 16 to 24,Residence Type,Lives in a household
322,,Count,,,,E07000146,,,,Sex,All categories: Sex,Age,Age 16 to 24,Residence Type,Lives in a communal establishment
712,,Count,,,,E07000146,,,,Sex,All categories: Sex,Age,Age 25 to 34,Residence Type,All categories: Residence Type
495,,Count,,,,E07000146,,,,Sex,All categories: Sex,Age,Age 25 to 34,Residence Type,Lives in a household
217,,Count,,,,E07000146,,,,Sex,All categories: Sex,Age,Age 25 to 34,Residence Type,Lives in a communal establishment
425,,Count,,,,E07000146,,,,Sex,All categories: Sex,Age,Age 35 to 49,Residence Type,All categories: Residence Type
393,,Count,,,,E07000146,,,,Sex,All categories: Sex,Age,Age 35 to 49,Residence Type,Lives in a household
32,,Count,,,,E07000146,,,,Sex,All categories: Sex,Age,Age 35 to 49,Residence Type,Lives in a communal establishment
59,,Count,,,,E07000146,,,,Sex,All categories: Sex,Age,Age 50 and over,Residence Type,All categories: Residence Type
56,,Count,,,,E07000146,,,,Sex,All categories: Sex,Age,Age 50 and over,Residence Type,Lives in a household
3,,Count,,,,E07000146,,,,Sex,All categories: Sex,Age,Age 50 and over,Residence Type,Lives in a communal establishment
1462,,Count,,,,E07000146,,,,Sex,Males,Age,All categories: Age 16 and over,Residence Type,All categories: Residence Type
955,,Count,,,,E07000146,,,,Sex,Males,Age,All categories: Age 16 and over,Residence Type,Lives in a household
507,,Count,,,,E07000146,,,,Sex,Males,Age,All categories: Age 16 and over,Residence Type,Lives in a communal establishment
427,,Count,,,,E07000146,,,,Sex,Males,Age,Age 16 to 24,Residence Type,All categories: Residence Type
136,,Count,,,,E07000146,,,,Sex,Males,Age,Age 16 to 24,Residence Type,Lives in a household
291,,Count,,,,E07000146,,,,Sex,Males,Age,Age 16 to 24,Residence Type,Lives in a communal establishment
617,,Count,,,,E07000146,,,,Sex,Males,Age,Age 25 to 34,Residence Type,All categories: Residence Type
431,,Count,,,,E07000146,,,,Sex,Males,Age,Age 25 to 34,Residence Type,Lives in a household
186,,Count,,,,E07000146,,,,Sex,Males,Age,Age 25 to 34,Residence Type,Lives in a communal establishment
371,,Count,,,,E07000146,,,,Sex,Males,Age,Age 35 to 49,Residence Type,All categories: Residence Type
343,,Count,,,,E07000146,,,,Sex,Males,Age,Age 35 to 49,Residence Type,Lives in a household
28,,Count,,,,E07000146,,,,Sex,Males,Age,Age 35 to 49,Residence Type,Lives in a communal establishment
47,,Count,,,,E07000146,,,,Sex,Males,Age,Age 50 and over,Residence Type,All categories: Residence Type
45,,Count,,,,E07000146,,,,Sex,Males,Age,Age 50 and over,Residence Type,Lives in a household
2,,Count,,,,E07000146,,,,Sex,Males,Age,Age 50 and over,Residence Type,Lives in a communal establishment
221,,Count,,,,E07000146,,,,Sex,Females,Age,All categories: Age 16 and over,Residence Type,All categories: Residence Type
154,,Count,,,,E07000146,,,,Sex,Females,Age,All categories: Age 16 and over,Residence Type,Lives in a household
67,,Count,,,,E07000146,,,,Sex,Females,Age,All categories: Age 16 and over,Residence Type,Lives in a communal establishment
60,,Count,,,,E07000146,,,,Sex,Females,Age,Age 16 to 24,Residence Type,All categories: Residence Type
29,,Count,,,,E07000146,,,,Sex,Females,Age,Age 16 to 24,Residence Type,Lives in a household
31,,Count,,,,E07000146,,,,Sex,Females,Age,Age 16 to 24,Residence Type,Lives in a communal establishment
95,,Count,,,,E07000146,,,,Sex,Females,Age,Age 25 to 34,Residence Type,All categories: Residence Type
64,,Count,,,,E07000146,,,,Sex,Females,Age,Age 25 to 34,Residence Type,Lives in a household
31,,Count,,,,E07000146,,,,Sex,Females,Age,Age 25 to 34,Residence Type,Lives in a communal establishment
54,,Count,,,,E07000146,,,,Sex,Females,Age,Age 35 to 49,Residence Type,All categories: Residence Type
50,,Count,,,,E07000146,,,,Sex,Females,Age,Age 35 to 49,Residence Type,Lives in a household
4,,Count,,,,E07000146,,,,Sex,Females,Age,Age 35 to 49,Residence Type,Lives in a communal establishment
12,,Count,,,,E07000146,,,,Sex,Females,Age,Age 50 and over,Residence Type,All categories: Residence Type
11,,Count,,,,E07000146,,,,Sex,Females,Age,Age 50 and over,Residence Type,Lives in a household
1,,Count,,,,E07000146,,,,Sex,Females,Age,Age 50 and over,Residence Type,Lives in a communal establishment
155,,Count,,,,E07000147,,,,Sex,All categories: Sex,Age,All categories: Age 16 and over,Residence Type,All categories: Residence Type
144,,Count,,,,E07000147,,,,Sex,All categories: Sex,Age,All categories: Age 16 and over,Residence Type,Lives in a household
11,,Count,,,,E07000147,,,,Sex,All categories: Sex,Age,All categories: Age 16 and over,Residence Type,Lives in a communal establishment
59,,Count,,,,E07000147,,,,Sex,All categories: Sex,Age,Age 16 to 24,Residence Type,All categories: Residence Type
50,,Count,,,,E07000147,,,,Sex,All categories: Sex,Age,Age 16 to 24,Residence Type,Lives in a household
9,,Count,,,,E07000147,,,,Sex,All categories: Sex,Age,Age 16 to 24,Residence Type,Lives in a communal establishment
39,,Count,,,,E07000147,,,,Sex,All categories: Sex,Age,Age 25 to 34,Residence Type,All categories: Residence Type
37,,Count,,,,E07000147,,,,Sex,All categories: Sex,Age,Age 25 to 34,Residence Type,Lives in a household
2,,Count,,,,E07000147,,,,Sex,All categories: Sex,Age,Age 25 to 34,Residence Type,Lives in a communal establishment
35,,Count,,,,E07000147,,,,Sex,All categories: Sex,Age,Age 35 to 49,Residence Type,All categories: Residence Type
35,,Count,,,,E07000147,,,,Sex,All categories: Sex,Age,Age 35 to 49,Residence Type,Lives in a household
0,,Count,,,,E07000147,,,,Sex,All categories: Sex,Age,Age 35 to 49,Residence Type,Lives in a communal establishment
22,,Count,,,,E07000147,,,,Sex,All categories: Sex,Age,Age 50 and over,Residence Type,All categories: Residence Type
22,,Count,,,,E07000147,,,,Sex,All categories: Sex,Age,Age 50 and over,Residence Type,Lives in a household
0,,Count,,,,E07000147,,,,Sex,All categories: Sex,Age,Age 50 and over,Residence Type,Lives in a communal establishment
149,,Count,,,,E07000147,,,,Sex,Males,Age,All categories: Age 16 and over,Residence Type,All categories: Residence Type
138,,Count,,,,E07000147,,,,Sex,Males,Age,All categories: Age 16 and over,Residence Type,Lives in a household
11,,Count,,,,E07000147,,,,Sex,Males,Age,All categories: Age 16 and over,Residence Type,Lives in a communal establishment
57,,Count,,,,E07000147,,,,Sex,Males,Age,Age 16 to 24,Residence Type,All categories: Residence Type
48,,Count,,,,E07000147,,,,Sex,Males,Age,Age 16 to 24,Residence Type,Lives in a household
9,,Count,,,,E07000147,,,,Sex,Males,Age,Age 16 to 24,Residence Type,Lives in a communal establishment
36,,Count,,,,E07000147,,,,Sex,Males,Age,Age 25 to 34,Residence Type,All categories: Residence Type
34,,Count,,,,E07000147,,,,Sex,Males,Age,Age 25 to 34,Residence Type,Lives in a household
2,,Count,,,,E07000147,,,,Sex,Males,Age,Age 25 to 34,Residence Type,Lives in a communal establishment
35,,Count,,,,E07000147,,,,Sex,Males,Age,Age 35 to 49,Residence Type,All categories: Residence Type
35,,Count,,,,E07000147,,,,Sex,Males,Age,Age 35 to 49,Residence Type,Lives in a household
0,,Count,,,,E07000147,,,,Sex,Males,Age,Age 35 to 49,Residence Type,Lives in a communal establishment
21,,Count,,,,E07000147,,,,Sex,Males,Age,Age 50 and over,Residence Type,All categories: Residence Type
21,,Count,,,,E07000147,,,,Sex,Males,Age,Age 50 and over,Residence Type,Lives in a household
0,,Count,,,,E07000147,,,,Sex,Males,Age,Age 50 and over,Residence Type,Lives in a communal establishment
6,,Count,,,,E07000147,,,,Sex,Females,Age,All categories: Age 16 and over,Residence Type,All categories: Residence Type
6,,Count,,,,E07000147,,,,Sex,Females,Age,All categories: Age 16 and over,Residence Type,Lives in a household
0,,Count,,,,E07000147,,,,Sex,Females,Age,All categories: Age 16 and over,Residence Type,Lives in a communal establishment
2,,Count,,,,E07000147,,,,Sex,Females,Age,Age 16 to 24,Residence Type,All categories: Residence Type
2,,Count,,,,E07000147,,,,Sex,Females,Age,Age 16 to 24,Residence Type,Lives in a household
0,,Count,,,,E07000147,,,,Sex,Females,Age,Age 16 to 24,Residence Type,Lives in a communal establishment
3,,Count,,,,E07000147,,,,Sex,Females,Age,Age 25 to 34,Residence Type,All categories: Residence Type
3,,Count,,,,E07000147,,,,Sex,Females,Age,Age 25 to 34,Residence Type,Lives in a household
0,,Count,,,,E07000147,,,,Sex,Females,Age,Age 25 to 34,Residence Type,Lives in a communal establishment
0,,Count,,,,E07000147,,,,Sex,Females,Age,Age 35 to 49,Residence Type,All categories: Residence Type
0,,Count,,,,E07000147,,,,Sex,Females,Age,Age 35 to 49,Residence Type,Lives in a household
0,,Count,,,,E07000147,,,,Sex,Females,Age,Age 35 to 49,Residence Type,Lives in a communal establishment
1,,Count,,,,E07000147,,,,Sex,Females,Age,Age 50 and over,Residence Type,All categories: Residence Type
1,,Count,,,,E07000147,,,,Sex,Females,Age,Age 50 and over,Residence Type,Lives in a household
0,,Count,,,,E07000147,,,,Sex,Females,Age,Age 50 and over,Residence Type,Lives in a communal establishment
181,,Count,,,,E07000148,,,,Sex,All categories: Sex,Age,All categories: Age 16 and over,Residence Type,All categories: Residence Type
170,,Count,,,,E07000148,,,,Sex,All categories: Sex,Age,All categories: Age 16 and over,Residence Type,Lives in a household
11,,Count,,,,E07000148,,,,Sex,All categories: Sex,Age,All categories: Age 16 and over,Residence Type,Lives in a communal establishment
77,,Count,,,,E07000148,,,,Sex,All categories: Sex,Age,Age 16 to 24,Residence Type,All categories: Residence Type
67,,Count,,,,E07000148,,,,Sex,All categories: Sex,Age,Age 16 to 24,Residence Type,Lives in a household
10,,Count,,,,E07000148,,,,Sex,All categories: Sex,Age,Age 16 to 24,Residence Type,Lives in a communal establishment
59,,Count,,,,E07000148,,,,Sex,All categories: Sex,Age,Age 25 to 34,Residence Type,All categories: Residence Type
59,,Count,,,,E07000148,,,,Sex,All categories: Sex,Age,Age 25 to 34,Residence Type,Lives in a household
0,,Count,,,,E07000148,,,,Sex,All categories: Sex,Age,Age 25 to 34,Residence Type,Lives in a communal establishment
39,,Count,,,,E07000148,,,,Sex,All categories: Sex,Age,Age 35 to 49,Residence Type,All categories: Residence Type
38,,Count,,,,E07000148,,,,Sex,All categories: Sex,Age,Age 35 to 49,Residence Type,Lives in a household
1,,Count,,,,E07000148,,,,Sex,All categories: Sex,Age,Age 35 to 49,Residence Type,Lives in a communal establishment
6,,Count,,,,E07000148,,,,Sex,All categories: Sex,Age,Age 50 and over,Residence Type,All categories: Residence Type
6,,Count,,,,E07000148,,,,Sex,All categories: Sex,Age,Age 50 and over,Residence Type,Lives in a household
0,,Count,,,,E07000148,,,,Sex,All categories: Sex,Age,Age 50 and over,Residence Type,Lives in a communal establishment
156,,Count,,,,E07000148,,,,Sex,Males,Age,All categories: Age 16 and over,Residence Type,All categories: Residence Type
